"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2";"env";"site"
"21526";2;2;10;2;2;2;0;0;0;0;-0,0383597750780135;0,0173485400872915;15,1347993407398;527
"21527";0;0;1;1;1;3;1;7;1;5;0,0150373057649167;-0,027732920095929;63,8776122126728;528
"21528";1;4;12;2;1;0;0;0;0;0;-0,0366017471289493;0,0126383287548967;16,7395917000249;529
"21529";4;3;12;0;1;0;0;0;0;0;-0,052345052255166;0,0626425983486936;2,36852564848959;530
"21530";0;2;1;2;4;4;3;2;0;2;0,00756126870125614;-0,0336205454685736;57,053211517632;531
"21531";3;1;9;4;1;1;1;0;0;0;-0,0330162037416403;0,00371256647745118;20,0126071460545;532
"21532";0;0;0;0;0;1;1;9;0;9;0,0130607258814652;-0,0296758106945581;62,0733176358044;533
"21533";0;0;0;0;0;0;0;12;0;8;0,0204909961146928;-0,0209322232106043;68,8559406902641;534
"21534";5;4;9;1;1;0;0;0;0;0;-0,0439678277562144;0,0338418885182727;10,0155632710084;535
"21535";8;3;7;1;0;1;0;0;0;0;-0,0523831100685419;0,062784820931843;2,33378508128226;536
"21536";4;6;10;0;0;0;0;0;0;0;-0,0422571407064347;0,0285738203851685;11,5771411219612;537
"21537";1;5;7;1;1;4;1;0;0;0;-0,0282105992381896;-0,00681745577917112;24,3993391050026;538
"21538";5;4;8;2;1;0;0;0;0;0;-0,0452394149180333;0,0378925029943486;8,85481189470738;539
"21539";1;0;3;4;5;2;2;3;0;0;-0,00253055344430603;-0,0352681387907583;47,841026308015;540
"21540";0;5;6;3;2;4;0;0;0;0;-0,0145543410164661;-0,0277819308189782;36,8652722332627;541
"21541";1;0;1;3;2;4;6;1;2;0;0,0059488383332627;-0,0343696400724809;55,5813259677961;542
"21542";3;4;11;1;0;0;1;0;0;0;-0,0365391578122906;0,0124746850438394;16,7967255227268;543
"21543";4;4;8;4;0;0;0;0;0;0;-0,0349153971991179;0,00832656340394849;18,2789537357166;544
"21544";0;0;3;1;5;1;6;4;0;0;0,0060131981681156;-0,0343432805835059;55,6400759844109;545
"21545";1;2;10;3;2;1;1;0;0;0;-0,0292638653484374;-0,00464998464176632;23,4378791879863;546
"21546";0;1;3;4;2;6;4;0;0;0;-0,00735396964391005;-0,0334991424891058;43,4380351798609;547
"21547";0;0;0;0;0;0;0;9;2;9;0,0252778075679958;-0,0132212182540101;73,2255176641047;548
"21548";2;5;8;2;2;1;0;0;0;0;-0,043195439060087;0,0314375609354214;10,7206279877573;549
"21549";0;0;0;0;0;0;0;11;0;9;0,0522875550956989;0,0608063963004546;97,881005355157;550
"21550";2;3;4;6;3;1;1;0;0;0;-0,0329803128905166;0,00362783938891112;20,0453696306795;551
"21551";2;4;8;4;1;0;0;1;0;0;-0,0255464314786398;-0,0119479990440158;26,831289101392;552
"21552";0;0;0;0;0;0;0;8;0;12;0,0466946198856479;0,0412209494852825;92,7755690645427;553
"21553";3;5;10;0;2;0;0;0;0;0;-0,0371725355407002;0,0141435377673685;16,2185551133007;554
"21554";0;0;0;0;0;0;0;10;1;9;0,0300157770521268;-0,00398526737413265;77,550509897992;555
"21555";1;4;7;2;3;1;1;1;0;0;-0,0195570323666138;-0,0216403706319974;32,2986321756616;556
"21556";0;0;1;3;1;6;2;4;1;2;0,00111283886713233;-0,0355081810559518;51,166848372668;557
"21557";0;0;2;1;2;6;5;2;2;0;0,0080746094791283;-0,0333432829335709;57,5218077981845;558
"21558";0;0;2;2;1;2;4;2;5;2;0,00303692206354839;-0,035254287523947;52,9232220491394;559
"21559";0;0;0;0;0;0;0;10;1;9;0,0216610935466276;-0,0191977108308672;69,9240485206246;560
"21560";0;0;0;0;2;0;0;8;1;9;0,0237073598682179;-0,0159305212152745;71,7919554328546;561
"21561";4;2;3;3;6;0;1;1;0;0;-0,0215136141048643;-0,0187545132776179;30,5125926388428;562
"21562";1;0;5;4;3;4;3;0;0;0;-0,0116703504722945;-0,0305142191982435;39,4978845259175;563
"21563";0;0;0;0;0;0;0;12;0;8;0,0282561310103778;-0,00760166099389863;75,9442404843867;564
"21564";0;0;6;4;3;6;0;0;1;0;-0,000963402277748456;-0,0354870123957457;49,2715793428943;565
"21565";0;0;0;0;0;0;0;10;0;10;0,0463489216872429;0,040083329287032;92,4600030761212;566
"21566";0;0;2;3;5;3;4;2;0;1;-0,0012466205814216;-0,0354603788587607;49,0130472928286;567
"21567";0;0;0;0;0;0;0;10;2;8;0,0249906749945879;-0,013729667228893;72,9634125251323;568
"21568";0;0;0;0;0;0;0;8;0;12;0,0344029304779351;0,00598940207040658;81,5552643733099;569
"21569";3;5;8;3;1;0;0;0;0;0;-0,0513468529209085;0,0589490704368916;3,27971859369427;570
"21570";0;0;0;0;0;0;0;11;0;9;0,0508103426570217;0,0554174205370673;96,5325516881421;571
"21571";0;0;3;3;3;5;3;2;1;0;0,00643767915911634;-0,0341620547072618;56,0275577940047;572
"21572";0;0;0;1;4;0;2;7;3;3;0,0177178518443905;-0,0246544565349717;66,3245129399002;573
"21573";0;0;0;0;0;0;0;11;0;9;0,0164259756637916;-0,0262018564134116;65,1452410034835;574
"21574";6;2;7;4;1;0;0;0;0;0;-0,047978283675219;0,0470074321889035;6,35467208921909;575
"21575";0;0;0;1;1;2;7;5;0;4;0,00799820943188537;-0,0333857339053136;57,452067034319;576
"21576";0;1;5;4;5;2;2;0;0;1;-0,0140010825585366;-0,0283519092615159;37,3703068355098;577
"21577";3;5;8;2;2;0;0;0;0;0;-0,0476018407210563;0,0457230317406116;6,69830301776528;578
"21578";0;0;0;0;0;0;0;11;0;9;0,0431954588350522;0,0300980543501257;89,5814065821469;579
"21579";0;2;7;3;4;2;1;1;0;0;-0,0150637745388296;-0,027237864163312;36,4002426387742;580
"21580";4;3;10;3;0;0;0;0;0;0;-0,0452803523135251;0,0380248175562904;8,81744273938239;581
"21581";2;6;7;5;0;0;0;0;0;0;-0,040702023095129;0,0239653006358571;12,9967094864696;582
"21582";0;4;5;9;1;1;0;0;0;0;-0,024501728565148;-0,013822158320607;27,784932218492;583
"21583";1;0;0;0;2;4;3;6;1;3;0,00948635386073814;-0,0324842057586656;58,8104998227209;584
"21584";0;0;0;0;0;1;1;9;3;6;0,0462766831420744;0,0398466802401778;92,3940610839054;585
"21585";5;5;8;1;1;0;0;0;0;0;-0,0503398057143412;0,0552945621680955;4,19898820109665;586
"21586";9;1;9;1;0;0;0;0;0;0;-0,0521350537996432;0,0618596822363072;2,56021993700415;587
"21587";6;2;9;1;1;0;1;0;0;0;-0,0325171090864949;0,00254257495121956;20,4681990435347;588
"21588";1;3;13;1;2;0;0;0;0;0;-0,0302253583959065;-0,00260253190183135;22,5601930869743;589
"21589";0;0;0;0;0;0;1;8;2;9;0,0529634071258065;0,0633236612114322;98,4979478642344;590
"21590";0;4;9;5;1;0;0;0;1;0;-0,0272279297830693;-0,00876855606645072;25,2963558072224;591
"21591";0;0;0;3;2;5;5;1;3;1;0,00437610631685357;-0,0349222828866935;54,1456785285845;592
"21592";0;0;0;0;0;0;0;12;0;8;0,0225941460753722;-0,0177448537486279;70,7757730735466;593
"21593";5;3;11;0;0;1;0;0;0;0;-0,0544851962389408;0,0708002098601617;0,414923764765263;594
"21594";0;0;0;0;0;0;0;11;0;9;0,0490872884298914;0,0493275443871964;94,9596846243367;595
"21595";7;1;8;2;1;0;1;0;0;0;-0,0377506968733005;0,0156917947734088;15,6907882541418;596
"21596";2;0;2;1;4;4;3;4;0;0;-0,00515670917424644;-0,0345100405295015;45,4437750857323;597
"21597";0;0;3;4;8;3;2;0;0;0;-0,00847543673225032;-0,0328509314066655;42,4143189098686;598
"21598";0;0;0;0;1;1;1;8;0;9;0,0245325038850261;-0,0145288536867908;72,5451771402732;599
"21599";5;2;9;2;2;0;0;0;0;0;-0,049176315173249;0,0511620712211579;5,26106501929462;600
"21600";1;3;7;5;4;0;0;0;0;0;-0,0283560625542199;-0,00652280552133686;24,2665548576042;601
"21601";0;0;0;1;3;7;4;3;2;0;0,00562910590708947;-0,0344962271216077;55,2894624881446;602
"21602";0;1;1;1;4;0;3;4;1;5;0,00493143848608786;-0,0347472215895883;54,6526060905308;603
"21603";0;0;0;3;3;1;4;3;2;4;0,0114698554079925;-0,0310378927742992;60,6211127480492;604
"21604";0;6;8;3;1;0;2;0;0;0;-0,0194349169861104;-0,0218114643138587;32,4101035716012;605
"21605";2;4;10;2;1;0;1;0;0;0;-0,0391187517831797;0,0194499189621068;14,4419775810093;606
"21606";0;0;0;0;0;0;0;9;0;11;0,0439448767059531;0,0324070258304352;90,2655026875436;607
"21607";0;0;0;0;0;0;0;9;0;11;0,0474723390620153;0,043811307012846;93,4854996390641;608
"21608";0;0;0;0;0;0;0;9;1;10;0,0502970856162558;0,0535813257296177;96,06403184589;609
"21609";0;0;2;2;3;5;6;2;0;0;0,00852627080024269;-0,0330838462892026;57,9341008095071;610
"21610";0;1;2;4;3;4;2;3;1;0;0,000571396906040334;-0,0355321903899003;50,6726003019139;611
"21611";2;2;8;5;1;1;1;0;0;0;-0,0271896916658237;-0,00884309104275462;25,3312609624118;612
"21612";0;0;0;0;0;0;0;10;1;9;0,0326343654013644;0,0018038100439305;79,9408533377573;613
"21613";2;4;9;3;2;0;0;0;0;0;-0,0361558420133385;0,0114785554600923;17,1466302359477;614
"21614";0;0;0;0;0;0;1;8;1;10;0,0383668522866923;0,0161781216945752;85,1736775133759;615
"21615";0;0;0;0;0;0;0;9;1;10;0,0524220224773182;0,0613046439195902;98,003752110526;616
"21616";0;0;0;0;0;0;0;10;1;9;0,0429876166546519;0,0294647584218554;89,3916806206107;617
"21617";1;1;2;6;4;1;2;1;1;1;-0,00889017802397791;-0,0325885694540098;42,0357278548181;618
"21618";6;5;9;0;0;0;0;0;0;0;-0,0432413736197953;0,0315793623991497;10,6786972377449;619
"21619";0;0;0;0;0;1;1;10;0;8;0,0281913862858101;-0,00773052583920841;75,8851391263306;620
"21620";0;0;0;0;0;0;1;9;1;9;0,0455467355129665;0,0374762241599176;91,727738128975;621
"21621";3;3;9;4;1;0;0;0;0;0;-0,0338935157460967;0,00581209538283703;19,2117645870894;622
"21622";3;4;9;2;2;0;0;0;0;0;-0,0369922749806641;0,0136656765029883;16,3831035606563;623
"21623";7;3;5;4;1;0;0;0;0;0;-0,0368951220574939;0,013409086933961;16,4717883104458;624
"21624";8;5;4;2;0;1;0;0;0;0;-0,0406903582075999;0,0239313817249855;13,0073576234281;625
"21625";1;1;6;5;1;5;1;0;0;0;-0,0239006988150219;-0,0148652351540768;28,3335742074996;626
"21626";0;0;0;0;1;0;0;9;0;10;0,0386024115512923;0,0168187467148718;85,3887046454474;627
"21627";0;1;4;2;4;6;0;1;2;0;-0,0108301661693294;-0,0311990200018152;40,2648355579004;628
"21628";0;0;0;1;2;5;3;6;2;1;0,00544186889576826;-0,0345669840735449;55,1185456803069;629
"21629";1;2;6;4;3;2;2;0;0;0;-0,0278660025283421;-0,00750946942445028;24,7138996142894;630
"21630";0;0;0;0;0;0;0;8;0;12;0,0506199260842649;0,054734051284013;96,3587324600667;631
"21631";0;0;0;0;0;0;0;11;0;9;0,0494109290297993;0,0504553094147744;95,2551156282425;632
"21632";0;0;0;0;0;0;0;11;2;7;0,0337571756757398;0,00443535511987032;80,9657957172021;633
"21633";0;0;0;0;0;0;0;9;0;11;0,0275892757837294;-0,00891467017165656;75,3355105873197;634
"21634";0;0;5;2;5;4;2;1;1;0;-0,00933028352240228;-0,0322967932606583;41,6339834220707;635
"21635";9;3;6;2;0;0;0;0;0;0;-0,0503862430027624;0,0554614948958217;4,15659854188561;636
"21636";0;1;0;2;4;2;7;1;3;0;0,00624967644936986;-0,034243899513345;55,8559420285746;637
"21637";0;0;0;0;0;0;0;9;1;10;0,0450723112937928;0,035955867317196;91,294666309841;638
"21638";0;0;1;1;0;3;4;7;0;4;0,0127054595645102;-0,0299955836937458;61,7490175180137;639
"21639";0;0;0;0;0;0;0;11;0;9;0,0523428795105898;0,0610112365802672;97,9315075092018;640
"21640";0;0;0;0;0;0;0;9;0;11;0,0440956137507578;0,0328762713040104;90,4031009878963;641
"21641";0;0;2;2;1;3;3;5;2;2;0,0103808925238801;-0,0318665488430683;59,6270675072446;642
"21642";0;0;2;2;1;2;1;7;2;3;0,0116187461809613;-0,0309180437405931;60,7570257037878;643
"21643";0;0;0;0;0;0;0;8;1;11;0,0541869831599093;0,0679635545045044;99,6148729231209;644
"21644";0;0;0;0;0;0;2;9;0;9;0,0404318475356507;0,0219283086656226;87,0586808770895;645
"21645";0;0;3;1;8;5;3;0;0;0;-0,00236898370526086;-0,0352987741268351;47,9885130887851;646
"21646";1;1;3;3;1;6;4;1;0;0;-0,00436269725151328;-0,0347909439616288;46,1685782764107;647
"21647";0;0;0;0;0;1;0;11;0;8;0,0394771724689699;0,0192322530694116;86,1872184788808;648
"21648";0;0;0;0;0;0;0;11;0;9;0,0451985291038338;0,0363587876763729;91,4098825538531;649
"21649";4;3;6;5;1;0;0;1;0;0;-0,0382957948530761;0,0171732690522118;15,1932028355077;650
"21650";0;0;0;0;1;0;1;8;2;8;0,0238848203747087;-0,0156331543676856;71,9539478886873;651
"21651";6;5;6;3;0;0;0;0;0;0;-0,0403148616383263;0,0228446868092305;13,3501246571541;652
"21652";0;4;7;2;1;6;0;0;0;0;-0,0133136030841141;-0,0290298543516302;37,9978633020073;653
"21653";6;3;10;1;0;0;0;0;0;0;-0,0483043493608989;0,0481280882355917;6,05702737811953;654
"21654";0;0;2;6;3;5;2;1;1;0;-0,00215576842363232;-0,0353363624128544;48,1831438140944;655
"21655";0;0;0;0;0;0;0;9;0;11;0,0483242525283265;0,0466981176101144;94,2631574813277;656
"21656";0;0;0;0;3;4;3;6;0;4;0,0125581674484434;-0,0301255300114721;61,6145638749003;657
"21657";0;1;0;6;2;4;3;2;2;0;-0,00312635060728213;-0,0351391346517422;47,2971608163789;658
"21658";0;0;0;0;0;0;0;9;1;10;0,0371017601451867;0,0128050493392521;84,0188550297171;659
"21659";0;0;0;0;0;0;0;10;0;10;0,0235497047559953;-0,0161928231731261;71,6480420669541;660
"21660";3;2;3;2;4;3;1;1;1;0;-0,00313872329398839;-0,0351361882837042;47,2858665743843;661
"21661";7;3;7;1;2;0;0;0;0;0;-0,053200233254061;0,0658632531456975;1,58788508269936;662
"21662";0;0;5;3;3;6;1;2;0;0;4,83000793716771e-05;-0,0355355983687881;50,195098342374;663
"21663";5;0;4;2;3;1;3;2;0;0;-0,0163897209580306;-0,0257352967502803;35,1898701395839;664
"21664";0;0;2;4;1;4;5;1;3;0;0,00751421515568457;-0,0336450227424671;57,0102593163028;665
"21665";1;0;6;4;3;1;5;0;0;0;-0,0130161493448441;-0,0293127720785843;38,2693899795413;666
"21666";0;0;0;0;0;0;0;10;0;10;0,0342494083772759;0,0056172567714707;81,4151237718761;667
"21667";2;2;4;5;4;2;1;0;0;0;-0,0154682135138335;-0,0267927960520855;36,0310559161007;668
"21668";3;1;9;5;2;0;0;0;0;0;-0,0363555974797371;0,0119963605773826;16,9642861234024;669
"21669";0;0;0;0;0;0;0;10;0;10;0,024740495838283;-0,0141679030312711;72,7350398199633;670
"21670";0;0;0;0;0;0;0;9;0;11;0,0347523539700711;0,00684266714695144;81,8742309464142;671
"21671";0;0;0;0;0;0;0;8;2;10;0,0504080532234831;0,0539767082421996;96,165327145718;672
"21672";0;3;6;3;6;1;1;0;0;0;-0,0138663810037914;-0,0284873886256795;37,4932673526928;673
"21673";4;4;10;1;1;0;0;0;0;0;-0,0540766334091268;0,0692177466761782;0,787874893285334;674
"21674";0;0;0;0;0;0;0;9;0;11;0,0411434561008291;0,0239800661657427;87,708263262175;675
"21675";3;4;5;4;1;1;2;0;0;0;-0,0310281605467642;-0,000842672751053797;21,8273658538237;676
"21676";0;0;0;0;1;2;3;9;0;5;0,0144856419849102;-0,0283031142986949;63,3740332908928;677
"21677";2;2;9;4;1;2;0;0;0;0;-0,0282461028020085;-0,00674567854474894;24,3669301504269;678
"21678";0;0;1;3;2;4;5;1;4;0;0,0109402715699815;-0,0314514111442485;60,1376892067492;679
"21679";4;3;6;3;4;0;0;0;0;0;-0,0423218481408259;0,0287693024846662;11,5180738037452;680
"21680";5;1;6;6;1;1;0;0;0;0;-0,0372150484333948;0,0142565737523044;16,1797477863729;681
"21681";0;0;0;0;2;4;2;6;3;3;0,0128224537692799;-0,0298912685266948;61,855814117007;682
"21682";0;0;0;0;0;1;0;8;2;9;0,0478233145600733;0,0449943817914247;93,8058829400688;683
"21683";0;3;10;2;2;2;1;0;0;0;-0,0242011757877578;-0,0143469716470906;28,0592878116295;684
"21684";4;7;7;2;0;0;0;0;0;0;-0,0492824604872926;0,0515350904608092;5,16417168546468;685
"21685";5;2;9;2;2;0;0;0;0;0;-0,0401573059495702;0,0223917017706297;13,4939472656697;686
"21686";0;0;0;0;0;0;0;11;0;9;0,0430101740486401;0,0295333423689214;89,4122718367726;687
"21687";0;0;0;1;0;0;0;9;2;8;0,0240558630428795;-0,0153444235584378;72,1100819064304;688
"21688";1;1;4;2;4;0;5;2;1;0;0,0040206572984388;-0,0350228296541882;53,8212116342038;689
"21689";0;0;0;0;0;0;0;8;1;11;0,0541322210818999;0,0677536180705915;99,5648840907961;690
"21690";1;4;12;1;1;1;0;0;0;0;-0,0432221040103745;0,0315198582362112;10,696287243627;691
"21691";1;2;2;3;7;2;1;2;0;0;-0,00828584079843869;-0,0329667966570666;42,5873890286312;692
"21692";0;0;0;0;0;0;1;10;1;8;0,0187932114914793;-0,0232759397974735;67,3061406472698;693
"21693";0;0;0;0;0;0;0;10;0;10;0,0480719142657025;0,0458376629641569;94,0328138647601;694
"21694";0;0;0;0;0;0;0;10;0;10;0,0494802460350269;0,0506978208723583;95,3183907316998;695
"21695";0;0;0;0;0;1;0;11;0;8;0,0325838128282421;0,00168743712755834;79,8947070958093;696
"21696";0;5;9;3;2;0;1;0;0;0;-0,0341620106791005;0,00646557295985278;18,9666725695133;697
"21697";0;1;2;2;5;7;0;3;0;0;-0,00275670290781517;-0,0352221426626759;47,6345887873322;698
"21698";0;1;5;3;3;3;3;2;0;0;-0,00487628383337359;-0,0346143664994695;45,699757616967;699
"21699";0;0;4;1;3;4;4;1;2;1;0,00430242034149724;-0,0349438644015934;54,0784152690321;700
"21700";0;1;4;1;5;4;1;2;2;0;-0,00830506972534822;-0,0329551619493368;42,5698361592367;701
"21701";0;0;0;0;4;2;1;6;3;4;0,0194206942092276;-0,0224335927729801;67,8789298748598;702
"21702";0;0;1;1;5;7;5;1;0;0;-0,000821742279149365;-0,0354981951600759;49,4008917827159;703
"21703";2;1;5;1;2;3;3;3;0;0;-0,00952625064355398;-0,0321624437776209;41,4550974499434;704
"21704";0;0;0;1;0;0;0;9;0;10;0,0441729283510566;0,0331175787369262;90,4736765893176;705
"21705";3;5;8;4;0;0;0;0;0;0;-0,048819753622059;0,0499148939505852;5,58654747437686;706
"21706";4;5;6;2;0;3;0;0;0;0;-0,0214465806255733;-0,0188578851701363;30,5737832561135;707
"21707";2;3;6;3;2;2;2;0;0;0;-0,0188581066444658;-0,0226052971747701;32,9366371966898;708
"21708";0;0;0;0;0;0;1;10;0;9;0,0502068076804022;0,0532603070347571;95,9816228365526;709
"21709";6;2;6;2;2;1;1;0;0;0;-0,0275551102460768;-0,0081265568346419;24,9976934865117;710
"21710";0;0;0;1;0;0;1;9;0;9;0,0212562554494066;-0,019808837908229;69,55449746456;711
"21711";0;1;0;1;4;4;2;4;2;2;0,0163854032121062;-0,0262485327568981;65,1082049822435;712
"21712";1;0;4;4;4;4;2;1;0;0;-0,0160283918501265;-0,0261571417375925;35,5197045952082;713
"21713";0;0;0;0;1;1;0;11;1;6;0,0214730347995913;-0,0194830453056547;69,7523816023022;714
"21714";0;2;6;5;6;0;1;0;0;0;-0,0137962062989986;-0,0285574576510539;37,5573253957555;715
"21715";0;0;0;3;0;2;1;9;1;4;0,0141083287820942;-0,0286806459400995;63,0296079674736;716
"21716";2;4;6;3;2;2;1;0;0;0;-0,0264026733090873;-0,0103540930536802;26,0496801696718;717
"21717";1;2;2;5;4;3;1;0;2;0;-0,0129711768818914;-0,0293549995916552;38,3104424923658;718
"21718";3;4;11;2;0;0;0;0;0;0;-0,0426547151006829;0,0297796010778767;11,2142206402496;719
"21719";7;1;5;5;0;2;0;0;0;0;-0,0388092588262645;0,0185880824458158;14,7244940977544;720
"21720";0;1;5;2;4;4;4;0;0;0;-0,0113322908681167;-0,0307957901203291;39,8064777255058;721
"21721";3;6;5;1;2;2;1;0;0;0;-0,0302929477079784;-0,00245613211382602;22,4984950851649;722
"21722";0;0;0;0;0;0;0;9;0;11;0,0294338653531255;-0,00520555548886397;77,019319566898;723
"21723";9;2;7;1;1;0;0;0;0;0;-0,0519569173513147;0,0611980109593005;2,72282941732556;724
"21724";0;0;0;0;0;0;0;10;0;10;0,0479490036505055;0,04542018588263;93,9206165494397;725
"21725";1;1;6;3;0;4;0;4;0;1;-0,0124821656230971;-0,0298048844181216;38,7568298960105;726
"21726";0;1;10;5;3;0;1;0;0;0;-0,0223391784906181;-0,0174552302213937;29,7589872032404;727
"21727";4;5;8;3;0;0;0;0;0;0;-0,0474326874048226;0,0451491704189797;6,85271236579865;728
"21728";0;0;0;0;0;0;0;9;0;11;0,0492757020967674;0,0499831893415753;95,1316755264997;729
"21729";2;4;8;4;1;1;0;0;0;0;-0,0225629198300292;-0,0170947607933444;29,5547479065135;730
"21730";0;2;2;5;1;5;2;2;1;0;-0,00194865908957289;-0,0353697808373857;48,3722008066252;731
"21731";3;5;7;3;1;1;0;0;0;0;-0,0418394752221134;0,0273192061295854;11,9584014872089;732
"21732";0;0;0;1;2;1;4;7;2;3;0,0112541655839215;-0,0312087171012152;60,4242231696844;733
"21733";2;4;10;2;0;1;1;0;0;0;-0,0337140356016075;0,00537812394356427;19,3756006425247;734
"21734";0;2;7;3;4;4;0;0;0;0;-0,0142960290053049;-0,0280507566019853;37,101068906486;735
"21735";4;2;11;2;1;0;0;0;0;0;-0,0295154911187292;-0,00412050706829431;23,2081859605387;736
"21736";6;2;7;3;2;0;0;0;0;0;-0,039928076552142;0,0217357997798756;13,7031962629408;737
"21737";4;4;10;2;0;0;0;0;0;0;-0,053527219053165;0,0671084342563326;1,28940045833588;738
"21738";2;3;8;4;1;1;1;0;0;0;-0,0194240014474833;-0,0218267062799431;32,4200676754117;739
"21739";2;2;7;4;3;2;0;0;0;0;-0,0186274087996779;-0,0229161743183604;33,1472266465425;740
"21740";4;3;10;2;0;1;0;0;0;0;-0,0448859537567961;0,0367550279482215;9,17746420018375;741
"21741";0;0;0;0;0;0;0;10;0;10;0,0425892813571584;0,0282596095601528;89,0280655585229;742
"21742";0;0;0;1;0;0;0;10;0;9;0,0366173302982994;0,0115435470253814;83,5766497068107;743
"21743";2;3;5;1;5;1;1;1;1;0;-0,0156306435795903;-0,0266107766496228;35,8827837975696;744
"21744";0;0;0;0;0;0;1;10;0;9;0,02801561761065;-0,0080788652886146;75,7246910361573;745
"21745";0;0;0;0;0;0;0;10;0;10;0,0529506430707912;0,0632758197115205;98,4862963669002;746
"21746";1;3;9;3;1;2;0;0;1;0;-0,0208081063094808;-0,0198264656004233;31,1566060176119;747
"21747";1;0;0;3;4;4;5;2;0;1;-0,00134244674459891;-0,0354500767588324;48,9255736581981;748
"21748";0;3;8;5;3;0;0;1;0;0;-0,0160492271878462;-0,0261330689653753;35,500685335137;749
"21749";0;0;0;0;0;0;1;11;1;7;0,0235632746053028;-0,0161703155337654;71,6604291228577;750
"21750";4;6;6;1;1;1;1;0;0;0;-0,0530816831409088;0,0654136842541323;1,69610197190195;751
"21751";0;2;2;6;4;2;3;1;0;0;-0,0139182177924371;-0,028435405153296;37,445948831737;752
"21752";0;0;0;0;0;1;1;9;0;9;0,0289346790794344;-0,00623318853463539;76,5636440366507;753
