"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2";"env";"site"
"21";7;3;7;1;1;0;1;0;0;0;-0,027622911719358;-0,00799256395872375;24,9358018161729;1
"211";5;4;8;1;0;1;0;1;0;0;-0,027228727032759;-0,00876700093566024;25,2956280484796;2
"212";0;0;0;0;0;0;0;8;2;10;0,0490960267272367;0,0493578962651136;94,9676612624899;3
"213";0;1;7;1;3;3;2;2;0;1;-0,00135193655887964;-0,0354490210111768;48,9169110078365;4
"214";1;1;1;4;7;4;1;1;0;0;-0,0104266084106778;-0,0315101081219952;40,6332178739831;5
"215";1;2;1;7;3;2;1;2;0;1;-0,00722123084816617;-0,0335699499618643;43,5592040186748;6
"216";0;0;0;0;0;1;0;9;0;10;0,0360904465292291;0,0101904251812765;83,0956908874214;7
"217";2;4;9;4;1;0;0;0;0;0;-0,0390342397707211;0,0192139050410441;14,5191232440993;8
"218";1;4;11;1;1;2;0;0;0;0;-0,0333299950162979;0,00445722880885625;19,7261669673026;9
"219";5;4;9;1;1;0;0;0;0;0;-0,0420301561929341;0,0278904496238405;11,7843409068882;10
"2110";1;1;7;4;2;3;2;0;0;0;-0,0155375761752963;-0,0267152975303244;35,9677391359583;11
"2111";0;0;0;0;0;0;1;9;1;9;0,0406205509283233;0,0224688845592132;87,2309362515807;12
"2112";0;0;0;0;0;0;1;9;1;9;0,0343815163772918;0,00593739268525166;81,5357167972252;13
"2113";0;0;0;0;0;0;0;9;0;11;0,0267787553060236;-0,0104679989667484;74,5956377824768;14
"2114";3;6;8;3;0;0;0;0;0;0;-0,0474430094889107;0,0451841303614834;6,84328998904675;15
"2115";2;5;8;2;2;0;1;0;0;0;-0,0277050148935428;-0,00782986994976439;24,8608550289646;16
"2116";4;2;10;3;1;0;0;0;0;0;-0,0403196494980366;0,022858479904255;13,3457541232929;17
"2117";3;3;8;4;2;0;0;0;0;0;-0,0363665532417625;0,0120248420811754;16,9542853021994;18
"2118";0;0;0;0;0;0;0;7;0;13;0,0475190923987106;0,0439683986077324;93,5281777987257;19
"2119";1;5;8;2;1;3;0;0;0;0;-0,0249544733928949;-0,0130194740332176;27,3716501425952;20
"2120";4;4;8;4;0;0;0;0;0;0;-0,0450060838562559;0,0371406231462153;9,06780504155904;21
"2121";0;0;0;4;4;10;0;2;0;0;0,00175098285143578;-0,0354531348666523;51,7493695951998;22
"2122";0;0;0;0;0;0;0;8;0;12;0,0545566881209673;0,069386435443074;99,9523531645536;23
"2123";2;4;5;5;4;0;0;0;0;0;-0,0255560082438177;-0,0119304598917381;26,822547079064;24
"2124";0;0;0;0;0;0;0;10;0;10;0,0207569455212862;-0,0205465335595692;69,0987090580165;25
"2125";0;2;8;5;0;2;2;1;0;0;-0,0182958000389422;-0,0233564080322444;33,4499312797561;26
"2126";0;0;0;0;0;2;0;11;0;7;0,0262037273174856;-0,0115417044814883;74,070731154643;27
"2127";0;0;0;0;2;3;2;6;1;6;0,0145088882779247;-0,0282795236633092;63,3952533593401;28
"2128";0;1;3;4;1;4;4;0;2;1;-0,000529533931180313;-0,0355167572258855;49,6676302747801;29
"2129";7;3;7;3;0;0;0;0;0;0;-0,0359716693516013;0,0110036566526742;17,3147497931495;30
"2130";0;0;0;0;0;1;1;10;0;8;0,0297053951759638;-0,00463914326384762;77,2671819431707;31
"2131";0;0;1;3;1;5;3;2;3;2;0,0100753633188763;-0,0320839040862498;59,3481692485511;32
"2132";1;7;11;0;1;0;0;0;0;0;-0,035593695281157;0,0100365811637807;17,6597783807665;33
"2133";0;1;2;2;6;4;1;3;0;1;-0,00362776447164518;-0,0350110169377056;46,8394518597052;34
"2134";0;0;0;0;0;0;0;10;1;9;0,0477002066793326;0,0445784106060698;93,6935055535287;35
"2135";1;4;11;2;0;1;1;0;0;0;-0,0290577716488082;-0,00508030031258337;23,6260090721771;36
"2136";0;0;1;0;3;0;1;9;0;6;0,0210451720844062;-0,0201228608214105;69,3618128309026;37
"2137";0;0;0;0;0;0;0;9;0;11;0,0343150854327743;0,00577625624422047;81,4750761957839;38
"2138";0;0;0;0;0;0;0;11;1;8;0,0250099950809302;-0,013695639445848;72,9810486081988;39
"2139";0;0;2;6;2;4;0;5;1;0;0,00474798660622266;-0,034807476695446;54,4851444894448;40
"2140";0;0;0;0;0;1;2;5;3;9;0,0200408007158168;-0,0215736565606264;68,4449858264998;41
"2141";0;0;0;0;0;0;0;10;0;10;0,0287551913595811;-0,00659835625719473;76,3998010661453;42
"2142";0;1;0;1;5;5;2;4;1;1;0,0103712179421313;-0,0318735331070298;59,6182361943647;43
"2143";1;0;7;2;5;3;2;0;0;0;-0,00921505588235386;-0,0323745158324145;41,739167436026;44
"2144";0;0;0;0;0;0;0;11;1;8;0,0371932849553747;0,0130452620168541;84,102402231656;45
"2145";4;6;8;1;1;0;0;0;0;0;-0,0329345415964852;0,00351992048278008;20,0871513457969;46
"2146";0;0;0;0;0;0;2;9;0;9;0,0227910898828697;-0,0174302841878006;70,9555506007746;47
"2147";0;0;1;2;4;9;1;3;0;0;-0,00245006951058859;-0,0352836313028611;47,9144949931651;48
"2148";0;0;2;1;5;2;7;2;0;1;0,00349525393917198;-0,0351550061720342;53,3416041871533;49
"2149";0;0;0;0;3;2;4;7;2;2;0,00890647692495724;-0,0328542148590049;58,2811668980867;50
"2150";0;0;0;0;0;0;0;10;0;10;0,0442073640690969;0,0332251931735429;90,5051107751206;51
"2151";5;3;9;1;2;0;0;0;0;0;-0,0529148709692908;0,0647827862314556;1,84837423730642;52
"2152";0;0;0;0;0;1;1;9;0;9;0,039403364930699;0,0190265139162547;86,1198442522436;53
"2153";0;0;0;0;0;1;0;9;0;10;0,0384911790613819;0,0165157483399505;85,2871675509959;54
"2154";3;2;7;1;7;0;0;0;0;0;-0,0265265447967386;-0,0101191903405715;25,9366057347506;55
"2155";0;0;1;2;1;1;2;6;2;5;0,0174152008696699;-0,0250276084702526;66,0482420353219;56
"2156";1;2;4;8;1;2;1;1;0;0;-0,0207210176529542;-0,0199563357316413;31,2361037358642;57
"2157";1;0;0;2;3;1;2;7;0;4;0,0104622963669715;-0,031807518404859;59,7013759193942;58
"2158";6;3;7;1;2;1;0;0;0;0;-0,0514037084265745;0,0591575448010843;3,22781880386174;59
"2159";2;4;12;1;1;0;0;0;0;0;-0,0264236378871108;-0,0103144137054886;26,0305429343134;60
"2160";0;0;0;0;0;0;0;11;0;9;0,0504246474795453;0,0540359095336334;96,1804749909788;61
"2161";0;0;0;0;0;0;0;9;0;11;0,0529217045165087;0,0631673967639209;98,4598801936954;62
"2162";0;0;0;1;0;0;1;8;0;10;0,0406657497849877;0,0225987407528628;87,2721954248846;63
"2163";5;3;8;2;1;0;1;0;0;0;-0,0384350351732337;0,0175550842140024;15,0660991668701;64
"2164";0;0;0;0;0;0;0;8;2;10;0,0522850679531558;0,0607971926911564;97,8787350002676;65
"2165";0;0;0;0;1;0;2;9;1;7;0,0147705829825088;-0,0280113027781352;63,6341378791258;66
"2166";0;1;1;3;1;4;3;2;3;2;-0,000254102413201742;-0,0355286978291953;49,9190542614087;67
"2167";0;0;0;0;0;2;0;9;0;9;0,0333249931920336;0,00341183703097949;80,5712837027386;68
"2168";0;1;2;2;4;3;6;1;1;0;0,0031370814625608;-0,0352338663332812;53,0146512202919;69
"2169";0;0;0;0;0;0;0;9;0;11;0,0311293091377988;-0,00158306619081248;78,5669828066602;70
"2170";0;0;0;0;0;0;0;12;0;8;0,0262703240017889;-0,0114185568245765;74,1315230494365;71
"2171";4;2;12;1;1;0;0;0;0;0;-0,0459160481543824;0,0400947473437716;8,23715627193451;72
"2172";3;3;9;4;1;0;0;0;0;0;-0,0407475250683851;0,0240977027357113;12,9551736172289;73
"2173";0;0;0;0;0;0;0;11;0;9;0,0254136727700947;-0,0129785884860653;73,3495404012501;74
"2174";7;3;6;3;1;0;0;0;0;0;-0,042303036547615;0,02871244170831;11,5352457156405;75
"2175";1;5;12;2;0;0;0;0;0;0;-0,051129793231237;0,0581552817254013;3,47785863559693;76
"2176";1;1;6;5;4;1;2;0;0;0;-0,0139465541435277;-0,0284069078894242;37,4200823716819;77
"2177";0;2;3;3;5;3;3;1;0;0;-0,0115717102016135;-0,0305972162009128;39,5879269810393;78
"2178";0;2;4;3;5;2;2;1;1;0;-0,00636418373355205;-0,0339969845476183;44,3415480433032;79
"2179";4;4;9;2;0;1;0;0;0;0;-0,0516347734852274;0,0600071644056627;3,01689414773136;80
"2180";0;0;0;0;0;0;0;9;0;11;0,0424109836326426;0,0277238297512317;88,8653088593856;81
"2181";0;2;2;4;6;4;1;1;0;0;-0,0153545746342518;-0,026919025162201;36,1347896512598;82
"2182";0;2;6;4;8;0;0;0;0;0;-0,0295693574418087;-0,00400657537901612;23,1590148061514;83
"2183";0;0;0;0;1;0;0;10;2;7;0,0192194967709845;-0,0227067325174817;67,6952694775537;84
"2184";6;3;8;2;0;1;0;0;0;0;-0,0531891861285526;0,0658213177413309;1,59796930383891;85
"2185";1;2;5;4;3;2;2;0;0;1;-0,0217509357256499;-0,018385974459643;30,2959567634389;86
"2186";1;2;6;3;3;1;1;2;1;0;-0,0105014916506604;-0,031453257926582;40,5648617073894;87
"2187";0;0;0;0;0;1;0;10;1;8;0,0437787977632702;0,0318918906440774;90,1138997403905;88
"2188";0;0;0;0;0;2;0;9;0;9;0,0212443740646013;-0,0198265976213466;69,5436517009512;89
"2189";0;0;0;0;2;1;2;9;0;6;0,0223254990484407;-0,018169506969298;70,5305422190577;90
"2190";1;5;5;3;4;2;0;0;0;0;-0,0119082217788484;-0,0303112272339617;39,2807468771935;91
"2191";0;3;13;2;1;1;0;0;0;0;-0,0198233572511058;-0,0212635514506235;32,0555210579187;92
"2192";3;6;8;1;1;0;1;0;0;0;-0,0417022003136099;0,0269095567073408;12,0837110560387;93
"2193";1;3;4;2;8;0;2;0;0;0;-0,0181668143387708;-0,0235255343943481;33,567674155347;94
"2194";0;0;0;0;0;0;0;8;0;12;0,0498429829108585;0,0519724558858855;95,6495102494955;95
"2195";0;0;0;0;1;2;0;8;0;9;0,023130505528246;-0,0168816816225621;71,2653816444799;96
"2196";0;0;2;2;2;6;5;1;2;0;0,00649268242447777;-0,0341376347073647;56,0777667909861;97
"2197";0;0;0;4;2;5;2;4;1;2;0,00451462894139865;-0,0348806671176154;54,272127058357;98
"2198";1;3;8;5;1;2;0;0;0;0;-0,0355815784224056;0,0100057472185982;17,6708390936255;99
"2199";1;2;7;4;3;1;1;1;0;0;-0,0171538804365886;-0,0248125929092088;34,4923173543066;100
"21100";0;0;0;1;1;1;0;9;1;7;0,0150193720722422;-0,0277517963140603;63,8612416805699;101
"21101";5;5;7;2;0;1;0;0;0;0;-0,0364418228253176;0,0122207497339614;16,8855764670298;102
"21102";0;0;0;0;1;0;2;8;0;9;0,0202225901985945;-0,021316378815692;68,6109299305826;103
"21103";0;0;0;0;0;0;0;9;0;11;0,0345953298321205;0,00645815281833902;81,7308935569599;104
"21104";0;0;0;0;0;0;2;10;0;8;0,0320633398322533;0,000499860198600477;79,4196002651006;105
"21105";3;2;7;4;2;2;0;0;0;0;-0,0274400026385663;-0,00835329044736326;25,1027679303661;106
"21106";0;0;0;0;1;6;4;3;3;3;0,0112954743252951;-0,0311762569382906;60,4619313031435;107
"21107";5;6;9;0;0;0;0;0;0;0;-0,0470539062902787;0,0438715111906637;7,19847765285522;108
"21108";0;2;7;3;3;3;2;0;0;0;-0,020227312321029;-0,0206823797897354;31,6867760615423;109
"21109";0;0;0;0;0;0;0;12;0;8;0,0341999795596906;0,00549779530291364;81,3700033351779;110
"21110";0;0;0;0;0;0;0;10;0;10;0,0377649141560292;0,0145590096794921;84,624206321314;111
"21111";0;0;0;0;0;0;0;10;1;9;0,0220373619613392;-0,0186192674613235;70,2675201231614;112
"21112";4;2;9;3;1;1;0;0;0;0;-0,0403155326064401;0,0228466196680743;13,3495121728629;113
"21113";6;2;9;3;0;0;0;0;0;0;-0,0506149460781717;0,0562858725821173;3,94782999064773;114
"21114";4;3;7;4;2;0;0;0;0;0;-0,0310831655210462;-0,000720417174134478;21,777155296877;115
"21115";0;0;0;0;0;1;0;9;0;10;0,046956778600417;0,0420893214490822;93,0148771498352;116
"21116";2;2;10;2;0;3;1;0;0;0;-0,0246233550668467;-0,0136079542980851;27,6739070890471;117
"21117";1;3;11;3;1;1;0;0;0;0;-0,0386190378101308;0,0180617570313456;14,8981348145753;118
"21118";4;4;6;4;1;1;0;0;0;0;-0,0420091214726497;0,0278273068447193;11,8035421706736;119
"21119";0;1;2;1;8;6;1;1;0;0;-0,0037406175538556;-0,0349797181689458;46,7364354291931;120
"21120";6;4;8;2;0;0;0;0;0;0;-0,0469161501293472;0,0434093770874551;7,3242265265435;121
"21121";0;0;0;0;1;0;3;9;0;7;0,0327503606783152;0,00207151971157559;80,0467380788177;122
"21122";4;5;8;2;1;0;0;0;0;0;-0,0451186901397333;0,0375029995837134;8,96501389797777;123
"21123";0;1;4;2;1;4;2;4;1;1;-5,40134777421485e-05;-0,0355339911343467;50,1017027767375;124
"21124";0;1;0;3;5;3;7;1;0;0;-0,00207620822523032;-0,0353495605657314;48,2557692797855;125
"21125";0;0;0;0;0;0;0;11;0;9;0,0515369006805057;0,0580485752071699;97,1957804867998;126
"21126";0;0;0;6;2;1;4;3;3;1;0,00927671869111384;-0,0326207282790996;58,6191371548921;127
"21127";3;1;9;3;1;2;0;1;0;0;-0,0292565666253467;-0,00466527565257533;23,4445417299867;128
"21128";0;0;0;6;2;5;0;4;1;2;0,00793143504535265;-0,0334224967410702;57,3911129264161;129
"21129";0;0;0;0;3;3;1;8;0;5;0,0149991994386026;-0,0277730018273468;63,8428273610771;130
"21130";2;3;7;3;2;2;0;0;1;0;-0,0284848691238103;-0,00626063977249706;24,1489754989743;131
"21131";0;0;0;0;0;1;0;10;0;9;0,0428820001877485;0,0291441210718434;89,2952700378373;132
"21132";0;0;0;0;0;2;0;8;0;10;0,0184927359726011;-0,0236693967852438;67,0318555785343;133
"21133";0;1;6;6;1;4;0;0;2;0;-0,0156859452683887;-0,0265483776112006;35,8323023887351;134
"21134";0;0;0;0;0;0;0;10;1;9;0,0395011240360403;0,01929910147485;86,2090823473409;135
"21135";0;1;3;6;3;3;2;2;0;0;-0,00963675643413613;-0,0320854806887956;41,3542237132788;136
"21136";2;1;3;4;4;5;1;0;0;0;-0,0102734484736408;-0,03162514364147;40,773027879186;137
"21137";0;0;0;0;0;0;0;10;2;8;0,0454828308631268;0,0372705008032047;91,6694036219269;138
"21138";1;3;14;1;1;0;0;0;0;0;-0,0468386690240744;0,0431500418590347;7,39495411980897;139
"21139";5;2;11;1;0;0;0;1;0;0;-0,051338377363719;0,0589180124475294;3,28745539300144;140
"21140";0;0;0;0;0;0;0;9;0;11;0,0486733165349992;0,0478958595987758;94,5817959029227;141
"21141";0;0;3;2;4;4;2;4;1;0;-0,00147541078627195;-0,0354347010282416;48,8041992066428;142
"21142";2;5;9;2;2;0;0;0;0;0;-0,0289156755949034;-0,0053752332351022;23,7557195592672;143
"21143";0;0;0;0;0;1;0;9;0;10;0,0235157026191519;-0,0162491633599683;71,6170036699623;144
"21144";0;2;0;10;5;2;1;0;0;0;-0,0103204147367337;-0,0315900454045598;40,7301553525031;145
"21145";0;0;0;0;0;0;0;11;0;9;0,022048884753401;-0,0186013945056937;70,2780385501683;146
"21146";3;5;11;1;0;0;0;0;0;0;-0,0395739302923138;0,0207298103849614;14,026473951526;147
"21147";0;0;0;0;0;0;0;10;0;10;0,0301712843573108;-0,00365508846802444;77,6924626668915;148
"21148";0;0;1;1;2;1;2;6;0;7;0,0146500749310416;-0,0281354206728138;63,5241337120533;149
"21149";0;0;0;0;1;0;2;5;1;11;0,0324407683489461;0,00135913027775349;79,7641308512539;150
"21150";0;0;0;0;2;1;0;10;0;7;0,0153746818518927;-0,0273735531482082;64,1855814727023;151
"21151";5;3;11;1;0;0;0;0;0;0;-0,0409770704885811;0,0247678798391066;12,7456361427903;152
"21152";0;0;0;0;0;0;0;10;0;10;0,0502245248758005;0,0533232618059962;95,9977957420051;153
"21153";1;5;8;2;2;1;1;0;0;0;-0,0254162247674986;-0,0121858164490876;26,9501465605572;154
"21154";1;2;8;2;2;5;0;0;0;0;-0,0186461037271793;-0,0228911227859163;33,1301612313837;155
"21155";4;5;7;2;1;1;0;0;0;0;-0,0391255944540438;0,019469050477497;14,4357313401997;156
"21156";2;4;10;2;0;0;1;1;0;0;-0,0340819985859949;0,00627029927512329;19,0397105412558;157
"21157";0;1;6;4;5;0;3;1;0;0;-0,00938943640391316;-0,0322565273106436;41,5799865033478;158
"21158";1;0;2;6;3;2;3;3;0;0;-0,0104364056266048;-0,03150269288675;40,6242746161297;159
"21159";0;2;4;3;5;4;0;1;1;0;-0,0164579126518383;-0,0256546434116076;35,1276222616434;160
"21160";0;1;1;3;3;5;5;1;0;1;0,00471352076526958;-0,0348185301711785;54,4536828063428;161
"21161";1;2;7;4;4;2;0;0;0;0;-0,0254850073142051;-0,0120603379814503;26,8873593304306;162
"21162";5;3;6;4;2;0;0;0;0;0;-0,0326378726088291;0,00282404860670164;20,3579616732895;163
"21163";0;0;0;3;1;7;3;5;0;1;0,00750038366299115;-0,0336521879656278;56,9976334227249;164
"21164";0;2;6;5;3;1;1;2;0;0;-0,015121147566849;-0,0271754351343824;36,3478704355657;165
"21165";1;2;3;3;6;3;1;1;0;0;-0,0139072407836833;-0,0284464291620032;37,4559690477327;166
"21166";3;4;6;3;2;1;1;0;0;0;-0,0220572352202088;-0,0179044023463488;30,0163553562015;167
"21167";0;0;0;0;0;0;0;7;2;11;0,0492043774414915;0,0497346958775034;95,0665677664801;168
"21168";2;3;3;2;6;4;0;0;0;0;-0,0125265405760129;-0,0297647610930294;38,7163228122517;169
"21169";0;0;0;0;0;0;0;11;1;8;0,0347521252297821;0,00684210574255059;81,8740221438929;170
"21170";1;0;1;6;1;5;1;4;0;1;0,00318720203587535;-0,0352233797509971;53,0604031169787;171
"21171";4;6;9;1;0;0;0;0;0;0;-0,051755949061461;0,0604542402660152;2,90628063958138;172
"21172";0;1;4;6;2;1;3;3;0;0;-0,0117654132071051;-0,0304335780353653;39,4111077766865;173
"21173";0;2;1;2;5;5;3;1;1;0;-0,00240831004780012;-0,0352914882653328;47,9526145616546;174
"21174";3;1;8;4;3;0;1;0;0;0;-0,028235659818169;-0,0067668003306395;24,3764628889039;175
"21175";1;1;7;2;5;3;1;0;0;0;-0,0181669080488313;-0,0235254119506979;33,5675886133686;176
"21176";2;2;10;3;2;0;1;0;0;0;-0,0233708803702781;-0,0157634354374335;28,8172119064257;177
"21177";1;2;6;3;3;2;1;2;0;0;-0,0208064037910202;-0,0198290096306599;31,1581601388752;178
"21178";2;7;9;1;0;1;0;0;0;0;-0,0390088004990521;0,0191429610167767;14,5423451438546;179
"21179";0;0;3;4;3;3;3;3;1;0;0,00484709558024348;-0,0347752212128858;54,5756147941574;180
"21180";1;4;9;3;3;0;0;0;0;0;-0,0319655684762983;0,00127022951999188;20,9716655313969;181
"21181";0;0;0;0;0;0;0;10;0;10;0,0141532339849954;-0,0286362451647089;63,0705990828574;182
"21182";3;4;9;3;1;0;0;0;0;0;-0,0366995997147946;0,0128947283907404;16,6502682724968;183
"21183";0;0;0;0;0;0;0;10;0;10;0,0347727615165187;0,00689276898751507;81,8928597029299;184
"21184";0;1;5;6;4;2;1;1;0;0;-0,00922667381282754;-0,0323667221586716;41,7285621631891;185
"21185";0;0;0;0;0;1;0;9;1;9;0,0325001785377759;0,00149530830860335;79,8183626495302;186
"21186";0;0;0;0;1;0;1;11;0;7;0,0119420876687628;-0,0306523453900474;61,0521836671978;187
"21187";0;1;2;1;4;3;3;5;0;1;0,00379885984338439;-0,0350810204628684;53,6187467863783;188
"21188";0;0;0;0;0;0;0;9;0;11;0,0533654452970138;0,0648364836870969;98,8649430451915;189
"21189";0;0;0;0;0;0;0;10;1;9;0,0457649157188778;0,0381807820363599;91,9269010191783;190
"21190";4;2;6;4;2;1;1;0;0;0;-0,0262159133161521;-0,0107061923780038;26,2201615376398;191
"21191";0;0;0;0;0;0;0;9;0;11;0,0465254849594398;0,040663300769509;92,6211765035987;192
"21192";0;0;0;0;0;3;4;7;0;6;0,0177450087852484;-0,0246206552556206;66,349302791059;193
"21193";0;1;0;2;3;4;3;4;0;3;0,00999206617037494;-0,0321420112494809;59,2721325578168;194
"21194";0;0;0;0;0;0;2;10;0;8;0,0306170346243161;-0,00269913114513339;78,0993598513305;195
"21195";4;1;11;3;1;0;0;0;0;0;-0,043447678766458;0,0322180822038376;10,4903743369505;196
"21196";0;0;0;0;0;0;0;9;1;10;0,0340387734636318;0,00510939281719865;81,2228485010564;197
"21197";0;0;0;2;2;3;5;4;1;3;0,0075773175821108;-0,0336121608470516;57,0678615244105;198
"21198";0;0;0;0;0;0;0;8;1;11;0,0423669325839341;0,0275918056028108;88,8250974472612;199
"21199";1;4;14;0;0;1;0;0;0;0;-0,044381331432386;0,0351464873560032;9,63810195680708;200
"21200";0;2;5;3;3;3;2;1;0;1;-0,00711727634474356;-0,0336245285468937;43,6540975002572;201
"21201";0;0;0;1;0;1;1;10;1;6;0,0270969367975384;-0,00986378402704024;74,8860855121166;202
"21202";0;0;0;0;0;0;0;7;0;13;0,0485632933486777;0,0475174028912205;94,481362705119;203
"21203";3;5;10;2;0;0;0;0;0;0;-0,0454308192213537;0,0385121680180026;8,68009102996439;204
"21204";0;0;0;0;0;1;0;10;0;9;0,0252860695611308;-0,0132065013468435;73,2330595143139;205
"21205";2;4;9;4;0;1;0;0;0;0;-0,0298627646612994;-0,00338237431086129;22,8911819402128;206
"21206";0;1;3;7;4;0;2;3;0;0;-0,0132064953417334;-0,0291324524068769;38,095635175705;207
"21207";0;0;2;2;2;4;6;1;3;0;0,00965688392926691;-0,0323708462750563;58,9661659207195;208
"21208";6;3;7;3;1;0;0;0;0;0;-0,0432206028894743;0,0315152239132842;10,6976575218141;209
"21209";0;1;1;6;5;2;2;3;0;0;0,00247571817088354;-0,0353555205199673;52,4109345627949;210
"21210";0;0;1;0;2;2;2;9;0;4;0,0116812767056523;-0,0308672402622855;60,8141058590263;211
"21211";1;1;8;3;1;2;2;2;0;0;-0,0141973742215525;-0,0281521754007784;37,1911246096715;212
"21212";3;4;11;1;1;0;0;0;0;0;-0,0462631023174671;0,0412369323575331;7,92035250924528;213
"21213";0;0;0;0;0;0;0;9;0;11;0,0447465153880011;0,034921074346967;90,9972678637132;214
"21214";0;0;0;0;0;0;0;11;0;9;0,0229955016986161;-0,0171008709595017;71,1421451997012;215
"21215";6;1;9;4;0;0;0;0;0;0;-0,0528429841556774;0,0645115138561415;1,91399515606463;216
"21216";0;0;0;0;0;0;1;9;0;10;0,0417531287548259;0,0257665403461885;88,2647948106751;217
"21217";0;0;0;0;0;0;1;9;1;9;0,0421611307526287;0,0269768299851264;88,6372339911759;218
"21218";1;2;6;5;3;2;0;1;0;0;-0,0106535795078769;-0,0313365685323223;40,4260303359479;219
"21219";0;0;0;0;0;0;0;10;0;10;0,0448910182396776;0,0353791133892515;91,1291753640398;220
"21220";7;2;7;2;1;1;0;0;0;0;-0,0373384623639491;0,0145854422388749;16,0670910263434;221
"21221";1;2;6;4;3;4;0;0;0;0;-0,0156233113667584;-0,0266190335502424;35,8894769102335;222
"21222";0;0;0;1;1;2;0;10;0;6;0,0163093084239824;-0,0263357600969392;65,0387428700924;223
"21223";7;2;6;3;2;0;0;0;0;0;-0,0506074968935549;0,0562589628604705;3,95462987944484;224
"21224";0;0;0;0;0;0;0;9;0;11;0,0342513308363602;0,00562190655260377;81,4168786630034;225
"21225";0;0;0;0;0;0;1;8;3;8;0,0534725534985074;0,0652414571377874;98,9627153379843;226
"21226";0;0;0;0;0;2;1;9;0;8;0,0223038878607976;-0,0182034450996925;70,5108147347346;227
"21227";3;5;8;2;0;1;1;0;0;0;-0,0336587736005757;0,00524496495188768;19,426045822911;228
"21228";0;0;0;0;0;0;0;9;1;10;0,032108685860134;0,000602561819094033;79,4609937816858;229
"21229";0;0;0;0;0;0;0;8;2;10;0,0410875816430822;0,0238176632281699;87,6572590088472;230
"21230";0;0;0;0;0;0;0;9;2;9;0,0314205994893647;-0,000940129868784309;78,8328833179548;231
"21231";1;0;0;3;2;5;2;4;2;1;0,0011348389744819;-0,0355067650147431;51,1869308771566;232
"21232";0;0;0;0;0;0;1;9;0;10;0,0446262838755854;0,0345411006278356;90,8875161316246;233
"21233";0;0;0;0;0;0;0;10;1;9;0,0467815051806307;0,0415082063367351;92,8548811469227;234
"21234";0;0;1;2;0;0;0;10;0;7;0,015726797174442;-0,0269898590432225;64,5070052472875;235
"21235";0;2;8;5;5;0;0;0;0;0;-0,0300153288482325;-0,00305538808337725;22,7519157575443;236
"21236";2;2;9;3;1;1;0;1;1;0;-0,0145937995580373;-0,0277404487215659;36,8292530300096;237
"21237";0;1;2;1;3;3;3;2;3;2;0,00865087385892105;-0,033009722074195;58,0478430492803;238
"21238";6;3;5;1;2;2;1;0;0;0;-0,041141488921641;0,0252502150145431;12,5955489696935;239
"21239";0;0;2;5;4;5;0;2;2;0;-0,00403906889461824;-0,0348925833552696;46,4639981044456;240
"21240";0;0;1;0;1;3;0;7;1;7;0,0198837789499499;-0,0217939912850403;68,3016506023705;241
"21241";2;2;3;4;3;2;2;2;0;0;-0,00821016482337752;-0,033012330159332;42,6564688328654;242
"21242";0;0;0;0;0;0;0;10;0;10;0,0527923624936525;0,0626835235570022;98,3418120536953;243
"21243";0;0;0;0;4;4;6;6;0;0;0,0107760983032528;-0,0315755563170467;59,987825830467;244
"21244";0;0;0;0;0;0;0;13;0;7;0,0267075639210433;-0,0106022037580543;74,5306516764686;245
"21245";0;0;0;0;0;0;0;9;0;11;0,0466199340897529;0,0409744549552007;92,7073931321502;246
"21246";0;3;8;3;1;3;2;0;0;0;-0,0167977293324025;-0,0252478003129543;34,817425138317;247
"21247";0;3;7;2;4;1;3;0;0;0;-0,0145976829906835;-0,0277363601534185;36,8257080903277;248
"21248";4;3;13;0;0;0;0;0;0;0;-0,0475484034135502;0,0455415231955422;6,74708255100995;249
"21249";2;3;8;3;1;0;3;0;0;0;-0,028871234580731;-0,0054671799081135;23,7962869461626;250
"21250";4;6;8;1;0;1;0;0;0;0;-0,0496188184402231;0,0527224192816228;4,85713181551546;251
"21251";4;3;10;2;1;0;0;0;0;0;-0,0375420802203157;0,0151304011802188;15,8812211826444;252
"21252";0;0;0;1;1;1;0;10;0;7;0,0154712435140637;-0,027269208424292;64,2737264977768;253
"21253";0;0;0;0;0;0;0;10;0;10;0,0386015876475437;0,0168164991606449;85,3879525559023;254
"21254";1;4;10;5;0;0;0;0;0;0;-0,0368781121001348;0,0133642311190169;16,4873156230897;255
"21255";0;0;0;6;1;5;4;3;1;0;-0,00132803763676429;-0,0354516675440256;48,9387268200517;256
"21256";3;4;11;0;1;1;0;0;0;0;-0,0380314942742309;0,016452312328101;15,4344660928473;257
"21257";0;0;0;3;1;5;6;4;0;1;0,0102062764518559;-0,0319915840385372;59,4676715554669;258
"21258";0;1;16;0;3;0;0;0;0;0;-0,0386820052318347;0,0182356978100363;14,8406558437273;259
"21259";0;0;0;0;1;1;0;10;0;8;0,0386049592712425;0,0168256970294493;85,3910302976146;260
"21260";0;0;0;1;0;0;0;8;0;11;0,050765458343761;0,0552561070634025;96,491579641588;261
"21261";0;0;0;0;0;0;0;11;0;9;0,0284979282940474;-0,00711776520217726;76,164961908944;262
"21262";0;0;0;0;0;0;0;11;0;9;0,0350530012992289;0,00758376963542346;82,1486728498712;263
