"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"21657";0;1;0;1;1;5;2;6;4;3;1;3;5;2;3;0;0;1;1;1;0,00233262344337516;-0,0348288368763793;52,7252148836851;658
"21658";0;0;4;3;4;5;0;5;3;6;1;2;3;1;1;2;0;0;0;0;-0,0187896621792935;-0,0231418294203046;33,375169034116;659
"21659";0;0;0;0;0;0;0;0;0;0;1;3;3;0;5;9;4;11;4;0;0,0476884272214847;0,0458342636301733;94,2754949210212;660
"21660";0;0;0;0;0;0;0;0;0;1;1;2;2;0;3;6;11;7;7;0;0,0537332945085779;0,0674830915133993;99,8131749453023;661
"21661";0;0;0;0;0;0;0;0;0;1;0;3;3;1;6;4;4;7;11;0;0,0446517338429314;0,0359260902975848;91,4935916196555;662
"21662";0;0;0;0;0;0;0;0;0;1;1;0;6;0;4;3;8;9;8;0;0,0513730608431752;0,0587252144423237;97,6509738247842;663
"21663";7;1;6;6;5;5;0;4;2;1;3;0;0;0;0;0;0;0;0;0;-0,0460478974613621;0,0381966773195304;8,40400294400752;664
"21664";11;0;12;1;3;4;2;3;2;1;1;0;0;0;0;0;0;0;0;0;-0,045301954376909;0,0358244240171655;9,08735857810825;665
"21665";0;0;0;0;1;2;1;1;3;1;2;2;0;5;7;5;1;6;3;0;0,0258047207912466;-0,0111016186742631;74,2279143538326;666
"21666";9;1;8;6;6;5;0;0;2;1;0;1;1;0;0;0;0;0;0;0;-0,0520505497934614;0,0587072442862126;2,9049958800897;667
"21667";0;0;0;0;0;0;0;1;0;1;0;2;1;0;2;6;8;11;8;0;0,0491851446779924;0,0509557737529242;95,646632113494;668
"21668";0;0;0;1;0;0;0;1;1;0;1;2;3;1;7;5;3;11;4;0;0,0472184104821418;0,0442583708020789;93,8449143664911;669
"21669";0;0;0;0;0;0;0;0;1;0;0;1;0;0;5;5;11;11;6;0;0,0413713733055849;0,025949718250785;88,4884657571092;670
"21670";0;0;0;0;0;0;0;0;0;1;0;0;3;0;9;5;9;8;5;0;0,0457135867191519;0,0393171683832995;92,4663510173559;671
"21671";0;0;0;0;0;0;0;0;1;0;0;1;0;5;3;8;2;9;11;0;0,0437793799450482;0,0331993696678442;90,6944315182045;672
"21672";2;0;4;6;8;5;0;5;2;3;0;2;2;1;0;0;0;0;0;0;-0,0347295394888375;0,00639917832857091;18,7727078096941;673
"21673";1;0;1;2;1;1;1;4;4;2;2;2;4;3;5;3;0;2;2;0;0,0084517668594394;-0,0323676857692666;58,3309389883652;674
"21674";4;0;8;10;0;6;4;4;0;2;1;1;0;0;0;0;0;0;0;0;-0,0301233699586072;-0,00396844663116435;22,9924022685736;675
"21675";0;0;0;0;0;3;0;1;5;5;0;6;4;3;5;4;2;1;1;0;0,0139881478615765;-0,0278775213892419;63,4027966530994;676
"21676";11;0;7;7;5;5;1;2;0;2;0;0;0;0;0;0;0;0;0;0;-0,0476534504650688;0,0434350939118716;6,93316191900522;677
"21677";8;1;4;11;2;5;2;2;0;2;0;1;1;0;0;1;0;0;0;0;-0,0402035069811258;0,0206554632237077;13,7580269249156;678
"21678";9;0;7;8;7;5;0;1;0;2;0;0;1;0;0;0;0;0;0;0;-0,0415879337517423;0,0245940751102078;12,4897588044405;679
"21679";3;0;0;2;0;1;1;4;2;0;0;3;9;6;3;2;2;2;0;0;0,000714681846297365;-0,0350405006248765;51,2430247152224;680
"21680";0;0;0;0;0;0;0;0;0;1;1;2;3;2;2;3;5;14;7;0;0,0449694017280881;0,0369322859413309;91,7846059659496;681
"21681";2;0;4;2;4;9;1;7;4;3;0;0;1;1;2;0;0;0;0;0;-0,0260675448597991;-0,0118650923554989;26,7079282784835;682
"21682";0;0;0;0;0;0;0;0;3;1;0;0;3;0;3;4;8;7;11;0;0,0436783296554448;0,0328869664341922;90,6018597306684;683
"21683";0;0;0;0;1;2;1;0;3;0;0;6;5;8;7;4;0;1;2;0;0,0185682940311399;-0,0225376605311684;67,5986512098461;684
"21684";0;0;0;0;0;0;2;0;1;0;0;1;6;0;3;8;8;5;6;0;0,0352202866689858;0,00927763093887889;82,8534785890952;685
"21685";6;0;5;8;4;6;2;2;3;0;1;1;1;0;0;0;1;0;0;0;-0,0405794005333259;0,0217115608697801;13,4136722655967;686
"21686";0;0;0;0;2;2;0;2;7;5;0;5;3;4;6;3;0;0;1;0;0,00905793081950996;-0,0319808932463014;58,8862434960902;687
"21687";1;0;2;3;2;5;0;1;5;7;0;3;3;1;4;0;2;0;1;0;-0,0115016885703598;-0,030710739493771;40,051654051058;688
"21688";0;1;0;2;2;6;1;6;3;3;0;1;4;5;3;1;1;0;0;1;-0,000484074260798492;-0,0350788916455188;50,1448487862945;689
"21689";0;0;1;1;1;1;1;7;1;2;1;5;5;4;4;6;0;0;0;0;0,00532417862430816;-0,0339537968938242;55,4657672531903;690
"21690";0;0;0;0;0;0;1;1;2;2;0;8;6;2;5;7;0;3;2;1;0,0184956867362413;-0,0226337908152086;67,5321359420195;691
"21691";0;0;0;0;1;0;0;3;1;2;0;6;4;1;4;4;5;4;4;1;0,0208742753398747;-0,0192922090576902;69,711151951924;692
"21692";9;0;6;9;5;7;0;2;2;0;0;0;0;0;0;0;0;0;0;0;-0,0489833594647105;0,047911101693406;5,71483732201159;693
"21693";0;0;0;0;0;0;0;0;0;1;1;8;7;4;2;4;2;5;6;0;0,0234100686621067;-0,0152926706727311;72,0341826090589;694
"21694";5;0;7;5;5;4;0;4;3;3;1;0;1;1;0;1;0;0;0;0;-0,0293607235128557;-0,0055414039241229;23,691059788689;695
"21695";0;0;0;0;1;0;0;0;3;0;0;6;9;3;2;7;3;3;3;0;0,0196301945614661;-0,0210894734882295;68,5714542632923;696
"21696";0;0;0;0;0;1;0;0;2;1;0;1;4;1;6;7;2;12;3;0;0,0351979869365963;0,00922201775123978;82,8330498887226;697
"21697";0;0;0;0;0;0;0;1;2;4;0;0;4;0;8;4;8;5;4;0;0,0261324124570197;-0,0104968115459927;74,5281114475802;698
"21698";0;0;0;0;0;0;1;0;0;2;1;3;3;3;7;9;2;5;4;0;0,0310833115842666;-0,000442483482405985;79,0636113844812;699
"21699";1;0;1;1;2;2;0;3;2;8;1;4;5;6;2;2;0;0;0;0;-0,00587069975788712;-0,0340071686743477;45,2101815724745;700
"21700";0;1;1;1;5;1;0;5;4;5;0;2;2;4;3;2;1;2;0;1;0,00235412146850654;-0,0348247882164262;52,7449091430753;701
"21701";0;1;0;0;1;2;0;1;4;2;2;5;5;5;4;5;0;2;0;1;0,00899001835626983;-0,0320255102608346;58,8240291457623;702
"21702";0;0;0;0;0;3;0;1;2;3;1;2;2;3;6;8;1;4;4;0;0,0206747165671248;-0,0195878134073826;69,5283369161189;703
"21703";0;0;0;1;1;2;0;3;3;4;0;4;4;3;8;3;2;2;0;0;0,0145386723619793;-0,0273134924203478;63,9071300625801;704
"21704";0;0;0;0;0;0;1;0;1;2;1;1;3;1;3;7;4;7;9;0;0,0404470212554325;0,0232748652111645;87,6416703453287;705
"21705";0;0;0;0;2;0;2;4;3;2;1;4;7;0;5;2;3;5;0;0;0,0163655024144897;-0,0252895160901809;65,5806821538135;706
"21706";1;0;0;0;0;1;0;4;3;3;1;5;6;4;5;5;0;2;0;0;0,0181119078655315;-0,0231357611351889;67,1805575722829;707
"21707";9;1;8;8;2;4;3;3;2;0;0;0;0;0;0;0;0;0;0;0;-0,0471953845112975;0,041922131607566;7,3527944041416;708
"21708";2;1;1;3;3;2;0;9;5;3;2;4;1;1;1;1;0;0;1;0;-0,0099927166127804;-0,0318122746603369;41,4340175455436;709
"21709";14;0;9;6;2;4;1;3;0;0;1;0;0;0;0;0;0;0;0;0;-0,0511917214777872;0,0556177471066941;3,69176524691284;710
"21710";0;1;3;3;2;6;1;7;4;0;2;4;2;3;1;0;0;0;0;1;-0,0124438014708924;-0,0299420096913723;39,1885879915208;711
"21711";0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;9;6;9;8;0;0,0522342631720235;0,0618755082029556;98,4399180160835;712
"21712";0;0;0;0;0;0;0;1;4;8;0;5;4;8;5;4;0;0;1;0;0,00680428164843248;-0,0332887138934337;56,8216840270907;713
"21713";0;0;0;0;1;0;1;3;2;1;1;4;6;3;7;5;2;3;1;0;0,0211606009291228;-0,0188631981722236;69,973453739658;714
"21714";4;0;3;9;8;5;1;2;3;2;2;0;0;1;0;0;0;0;0;0;-0,0298491840685133;-0,00453865229897578;23,2435829238966;715
"21715";2;0;6;8;1;8;0;4;3;0;2;3;1;2;0;0;0;0;0;0;-0,0333309796287654;0,00309393201300946;20,0539231998846;716
"21716";13;1;3;9;5;2;0;5;1;0;0;0;1;0;0;0;0;0;0;0;-0,0537528903190043;0,0649840700441013;1,34548817295581;717
"21717";0;0;0;0;0;0;0;0;0;0;2;2;1;1;6;8;3;8;9;0;0,0465375010954676;0,0420028756761954;93,2211358565837;718
"21718";0;0;0;0;0;1;0;1;1;1;1;6;5;1;5;6;5;4;3;0;0,0335728602949146;0,00526302967245691;81,3442775281146;719
"21719";9;0;11;4;7;5;0;2;1;1;0;0;0;0;0;0;0;0;0;0;-0,050918420759529;0,0546454443645312;3,94213499967009;720
"21720";0;0;0;0;0;0;1;1;2;4;1;4;6;2;7;2;3;4;3;0;0,0223009454292088;-0,01709751894011;71,0181190166622;721
"21721";0;0;0;0;0;0;0;0;0;0;1;1;3;0;7;9;7;8;3;1;0,0458756935329992;0,039841823679802;92,6148564554751;722
"21722";0;0;0;0;0;0;0;0;1;1;0;4;4;0;3;3;9;6;8;1;0,0434974445569998;0,0323295377190575;90,4361515771598;723
"21723";0;0;0;0;0;1;0;0;3;3;1;1;3;2;5;1;3;11;6;0;0,0249480624020966;-0,0126471310425441;73,4431328484789;724
"21724";0;0;0;0;0;1;0;1;2;1;1;3;9;5;4;3;1;4;3;2;0,0188644223622007;-0,0221417638538067;67,8699332522228;725
"21725";0;0;0;0;0;0;0;0;0;0;2;1;4;3;5;5;4;8;8;0;0,0452186370721572;0,037726681157888;92,0129295205697;726
"21726";0;0;0;0;0;0;0;0;1;0;1;2;0;0;4;8;9;8;7;0;0,0488779861370194;0,0498919139640287;95,365245337598;727
"21727";0;0;0;1;1;1;0;2;5;6;1;3;5;2;2;4;3;0;2;2;0,0141098190357809;-0,0277546958073014;63,5142591549084;728
"21728";0;0;0;0;4;3;0;7;3;7;0;5;6;1;1;1;0;1;0;1;-0,00501342481356425;-0,03431392679744;45,9955279016867;729
"21729";0;0;0;0;1;1;0;0;2;2;0;5;3;8;4;1;1;6;6;0;0,0295965709404887;-0,00364241868074645;77,7016139123589;730
"21730";0;0;0;1;1;0;0;2;4;3;2;3;5;5;2;6;0;5;1;0;0,0154603678291727;-0,0263215922644974;64,7514917887747;731
"21731";3;0;8;10;7;3;0;4;1;1;2;0;1;0;0;0;0;0;0;0;-0,044513468273891;0,0333593121532604;9,80968771036714;732
"21732";0;0;0;0;0;0;0;0;0;1;1;1;2;2;8;6;6;8;5;0;0,0515581976790504;0,0593980581357378;97,8205769788474;733
"21733";1;1;1;2;0;3;2;5;6;1;2;3;4;1;2;3;1;2;0;0;-0,00143822634209178;-0,0350373968429503;49,2707536788657;734
"21734";0;0;0;0;0;0;0;0;0;1;0;5;5;0;3;8;6;7;5;0;0,037518668151781;0,015196638873225;84,9590171594173;735
"21735";0;0;0;2;1;2;0;1;2;5;0;8;3;5;4;3;0;2;1;1;0,00814514593302471;-0,0325535233277418;58,0500447191298;736
"21736";1;1;1;1;0;4;2;3;7;4;0;3;4;3;2;1;1;1;0;1;-0,00296812010406469;-0,0348375653694805;47,8692237986252;737
"21737";0;0;0;0;0;0;0;1;0;0;0;1;5;1;1;3;7;9;12;0;0,0489026543165834;0,0499771090789676;95,3878437634557;738
"21738";3;0;1;5;8;6;0;3;5;6;0;1;1;1;0;0;0;0;0;0;-0,0233804119083845;-0,0164613686110303;29,1696005966514;739
"21739";0;0;2;5;3;7;0;6;5;4;2;1;2;1;1;0;0;0;0;1;-0,0165987371974183;-0,0258089072565954;35,382267110981;740
"21740";6;0;9;12;4;3;1;1;1;2;0;1;0;0;0;0;0;0;0;0;-0,053488054316934;0,0639942202625666;1,58810343127698;741
"21741";3;2;2;5;5;6;0;3;6;2;3;1;1;0;1;0;0;0;0;0;-0,0294804125050044;-0,00529724476941907;23,5814131563529;742
"21742";0;0;0;0;0;0;0;1;1;0;1;2;5;0;3;7;8;7;5;0;0,0419355055565826;0,0276116346117671;89,0052651753649;743
"21743";0;1;1;1;5;3;0;5;6;4;1;6;3;2;0;0;2;0;0;0;-0,00867033144666438;-0,032646275410989;42,645449587144;744
"21744";8;0;5;10;6;6;0;2;0;2;0;0;1;0;0;0;0;0;0;0;-0,0549043552541094;0,0693449818037888;0,290635507553816;745
"21745";0;1;2;5;2;3;3;5;5;4;0;4;1;3;0;0;1;0;1;0;-0,0147837484149908;-0,0277633236217493;37,0449714595452;746
"21746";0;0;0;0;0;0;0;0;4;2;0;5;6;6;8;4;1;2;1;1;0,0214933156680342;-0,0183574566347941;70,2782524516806;747
"21747";11;1;5;8;3;4;0;2;1;1;3;0;0;0;0;1;0;0;0;0;-0,0470730776186158;0,0415206496156091;7,46483928523958;748
"21748";0;0;0;0;0;1;0;1;1;4;1;3;6;3;8;4;2;4;2;0;0,030056100447153;-0,00266992295215209;78,1225871527568;749
"21749";0;0;0;0;0;0;0;1;2;0;1;1;3;3;4;4;1;13;7;0;0,0467575233799;0,0427281370812404;93,4226974379271;750
"21750";0;0;1;0;0;0;0;2;0;0;1;4;4;1;8;3;5;4;7;0;0,0386180828073791;0,0181589824527899;85,9661867609248;751
"21751";0;0;0;0;0;0;0;0;0;0;0;5;3;0;2;7;7;6;10;0;0,052942631159365;0,064505729303853;99,0888512460515;752
"21752";1;0;1;3;2;6;0;3;5;5;2;3;4;1;4;0;0;0;0;0;-0,0145004033295426;-0,0280475810558928;37,304542819038;753
"21753";0;0;0;0;0;0;0;1;0;2;1;2;6;6;1;4;2;6;9;0;0,0338582787787306;0,00594492854834606;81,6057483199984;754
"21754";0;0;0;2;1;4;4;2;7;2;0;5;1;2;2;4;2;1;1;0;-0,00200292873951732;-0,034982754384805;48,7534319516271;755
"21755";3;0;2;7;13;3;0;4;2;3;1;1;1;0;0;0;0;0;0;0;-0,0331722490892425;0,0027274710496913;20,1993356458843;756
"21756";0;0;0;0;0;1;0;0;1;1;0;3;4;1;5;6;3;9;6;0;0,0381106710907362;0,0167812387541171;85,5013488093391;757
"21757";6;0;7;9;6;5;0;4;1;0;1;1;0;0;0;0;0;0;0;0;-0,0442414411274913;0,032518969189717;10,058890748769;758
"21758";0;0;0;0;0;2;0;0;2;4;0;5;4;0;8;5;3;2;5;0;0,0256415256592881;-0,0114000113542977;74,0784119116142;759
"21759";0;0;2;9;4;6;0;5;6;3;0;3;1;0;1;0;0;0;0;0;-0,0203858793497609;-0,0209866719135199;31,9128805305809;760
"21760";3;0;2;5;6;5;1;7;6;0;2;3;0;0;0;0;0;0;0;0;-0,0277964482667315;-0,00864004655365433;25,1240864163265;761
"21761";0;0;0;0;1;0;1;3;3;5;0;3;4;0;4;4;3;3;6;0;0,0219515947563815;-0,0176481368401236;70,6980801885948;762
"21762";0;0;1;10;0;7;2;7;4;3;0;0;3;2;1;0;0;0;0;0;-0,0123212170915304;-0,0300455578147859;39,3008870771155;763
"21763";0;1;0;2;0;1;0;5;7;1;0;8;3;4;2;3;0;2;1;0;0,00716924317088572;-0,033101099681618;57,156023895368;764
"21764";1;1;3;0;1;3;0;2;9;0;1;3;6;2;2;1;0;4;0;1;0,000498004829251295;-0,0350549037209469;51,04452772066;765
"21765";15;0;8;8;5;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;-0,0528783790752809;0,0617342021211355;2,14662461075932;766
"21766";2;2;2;4;4;7;0;11;2;1;1;1;1;0;1;0;1;0;0;0;-0,0159767971614066;-0,0265046509817974;35,9520240221173;767
"21767";0;0;0;0;0;0;0;0;0;1;0;1;4;4;4;7;1;10;8;0;0,0498931680562573;0,0534332613476558;96,2952496483922;768
"21768";1;2;4;4;5;9;0;1;5;2;1;3;3;0;0;0;0;0;0;0;-0,0221678349923643;-0,0183695906851513;30,2804377162829;769
"21769";0;0;3;1;3;8;0;4;3;8;0;2;1;2;1;3;0;0;1;0;-0,0141034746959628;-0,0284363166711909;37,6681676367298;770
"21770";5;0;1;7;6;3;1;4;5;3;1;1;3;0;0;0;0;0;0;0;-0,0327346674878825;0,0017263794892227;20,6002024933696;771
"21771";0;0;0;0;0;2;1;2;1;4;1;8;5;5;3;3;1;3;1;0;0,0225978248143902;-0,0166228726607326;71,290089096874;772
"21772";0;1;1;1;1;1;0;5;2;0;2;5;6;2;5;3;1;2;1;1;0,00504861838980709;-0,0340606504225078;55,2133275661618;773
"21773";0;0;0;1;0;1;0;1;0;6;0;5;4;0;8;6;3;3;1;1;0,0172703602247611;-0,0242003093147388;66,4096189662814;774
"21774";7;0;4;6;6;5;1;5;3;1;0;1;0;1;0;0;0;0;0;0;-0,0394256855365525;0,018501598964261;14,47058620397;775
"21775";1;1;2;3;1;3;3;2;7;7;1;2;3;2;0;0;1;0;0;1;-0,00985660032274427;-0,0319037840292093;41,5587131632492;776
"21776";4;0;5;4;1;6;3;6;5;1;0;2;1;0;1;1;0;0;0;0;-0,034139725639711;0,00498852733076835;19,313034042716;777
"21777";0;0;0;0;1;0;0;4;1;2;0;5;3;1;4;12;1;4;2;0;0,0201174935006442;-0,0203984309642195;69,0178669756278;778
"21778";0;0;0;0;0;0;0;0;0;1;0;4;4;2;5;7;5;7;5;0;0,0443318053232487;0,0349198891079514;91,2005063146353;779
"21779";0;0;0;0;0;0;0;0;0;3;1;2;1;4;7;10;2;4;6;0;0,0414046636759174;0,0260471708118632;88,5189629392698;780
"21780";0;0;0;0;0;0;1;0;2;0;1;4;5;0;6;8;4;4;4;1;0,0360599921672323;0,0113971568866633;83,6227296153083;781
"21781";0;0;1;0;0;0;1;2;5;5;0;6;7;0;5;4;2;2;0;0;0,01365103852458;-0,0282124044442569;63,0939720664173;782
"21782";0;0;1;0;0;2;0;3;6;3;0;8;4;2;4;4;1;1;1;0;0,0119723128576651;-0,0297613469847138;61,5560978418216;783
"21783";7;0;10;7;2;4;1;3;1;5;0;0;0;0;0;0;0;0;0;0;-0,040122433597601;0,0204289816958789;13,8322979444638;784
"21784";0;0;2;4;7;1;1;7;7;4;0;1;2;1;2;0;0;1;0;0;-0,0179526988126565;-0,0242004378563284;34,1419080039486;785
"21785";0;1;1;0;0;4;1;3;4;6;0;4;4;2;2;2;0;5;1;0;0,00416123522571124;-0,0343685523873785;54,4003992108628;786
"21786";0;0;0;0;0;0;0;1;1;3;0;2;8;1;8;8;1;3;4;0;0,0284264145656281;-0,00605191531743168;76,6296380897984;787
"21787";5;0;0;2;8;4;0;3;6;5;1;3;0;1;1;0;0;0;1;0;-0,0156758838752427;-0,0268315322797798;36,227689543739;788
"21788";0;0;0;0;0;0;0;0;1;1;0;1;1;3;4;6;5;9;8;1;0,0429837255970871;0,030758939939585;89,9655355839059;789
"21789";0;0;0;0;0;1;0;9;4;3;0;3;6;4;1;5;1;2;1;0;0,00972521723169105;-0,0315252929161027;59,4975420506671;790
"21790";0;1;1;2;1;2;0;7;5;3;0;10;2;2;2;0;2;0;0;0;0,00103578774008383;-0,0350130988383889;51,5371886081994;791
"21791";7;1;4;8;3;7;0;5;1;1;1;0;2;0;0;0;0;0;0;0;-0,0467104181834065;0,0403363605038054;7,7970702201128;792
"21792";0;0;0;0;0;0;0;0;0;0;0;3;5;3;5;8;0;10;6;0;0,0407512278596536;0,0241485490513738;87,9203528631479;793
"21793";0;0;0;0;0;0;0;0;1;1;2;2;6;1;2;8;7;2;8;0;0,0375274037720287;0,0152198425787939;84,9670198280364;794
"21794";1;0;6;7;2;7;0;4;4;1;0;5;1;0;0;2;0;0;0;0;-0,0198186421605626;-0,0217730087821346;32,4325243709609;795
"21795";0;0;0;0;0;0;0;0;2;3;0;3;4;2;7;3;6;3;7;0;0,0310121103269323;-0,000599266263259648;78,9983841823414;796
"21796";0;0;2;4;3;5;1;4;1;3;3;3;6;1;3;0;1;0;0;0;-0,00925721397102808;-0,0322912813178599;42,1078087296337;797
"21797";0;0;0;0;0;0;0;1;0;1;2;1;1;2;3;8;6;8;6;1;0,048388755821416;0,0482111050317916;94,9170632986352;798
"21798";3;1;6;3;6;4;3;3;4;0;4;2;0;1;0;0;0;0;0;0;-0,0265094387891962;-0,0110607445664887;26,3031109236181;799
"21799";0;0;0;1;0;1;0;1;0;5;0;3;6;1;6;5;3;2;5;1;0,0239756800711285;-0,0143390402349405;72,5523370783776;800
"21800";0;0;0;0;0;0;0;0;0;0;0;4;6;0;6;5;8;3;8;0;0,0419886723654313;0,0277694135772686;89,0539710875601;801
"21801";0;0;0;1;0;1;1;2;4;6;1;5;5;6;3;0;2;2;1;0;0,00410495697228802;-0,0343862168958985;54,3488429160789;802
"21802";1;0;2;0;3;1;1;4;3;6;0;4;4;4;3;1;3;0;0;0;-0,0104906786346409;-0,0314664257052184;40,9778364235535;803
"21803";8;0;4;8;4;4;0;4;5;0;0;3;0;0;0;0;0;0;0;0;-0,0316331540692246;-0,000734178989240751;21,6092947637662;804
"21804";7;0;6;5;7;9;0;2;3;1;0;0;0;0;0;0;0;0;0;0;-0,046376332022873;0,0392535440055556;8,10312528628856;805
"21805";9;0;6;8;3;5;0;5;2;1;0;0;0;0;1;0;0;0;0;0;-0,0431254846008281;0,029125899324499;11,0812142957002;806
"21806";5;0;10;7;5;5;2;2;2;0;1;1;0;0;0;0;0;0;0;0;-0,0505637285316445;0,0533913936434421;4,26706720609218;807
"21807";0;0;0;0;0;0;0;0;1;0;0;2;3;0;6;4;9;10;5;0;0,0519694179441183;0,0609011596389995;98,19729430601;808
"21808";0;0;2;0;0;2;2;3;2;5;0;3;3;6;2;4;0;2;2;2;0,0120511249458603;-0,0296930506602385;61,628297297284;809
"21809";0;0;0;0;1;0;0;0;0;1;0;3;9;3;8;3;2;5;5;0;0,0289653172081583;-0,00495418029707205;77,1233247593045;810
"21810";0;0;0;0;0;0;1;0;0;1;2;0;3;1;5;7;4;6;10;0;0,0446397644023658;0,0358883161426369;91,4826264604926;811
"21811";0;0;0;0;0;0;0;0;1;1;2;3;1;4;6;3;4;5;10;0;0,0439857022967838;0,0338394524207525;90,8834426430985;812
"21812";0;0;1;0;2;2;1;5;3;5;1;7;4;1;3;3;0;1;1;0;0,00656572491593033;-0,03340629779413;56,6031431080773;813
"21813";0;0;0;0;1;6;1;1;3;5;0;2;8;5;3;4;0;0;1;0;0,00831625164652266;-0,0324506324709798;58,2067940151319;814
"21814";10;1;7;4;5;5;0;2;2;1;0;2;1;0;0;0;0;0;0;0;-0,0531285909091598;0,0626585629358181;1,91740649752319;815
"21815";1;0;2;4;6;5;0;5;3;3;0;4;1;4;1;1;0;0;0;0;-0,0157451247824555;-0,0267568787211435;36,1642582109198;816
"21816";0;0;0;0;0;0;0;2;1;4;0;0;2;0;1;4;8;7;11;0;0,047592913957726;0,0455127678988423;94,1879955818877;817
"21817";0;0;0;0;0;0;1;0;0;1;0;0;3;0;6;6;5;4;14;0;0,0442349589136456;0,0346167150394748;91,1117856856436;818
"21818";0;0;1;0;0;0;0;1;3;0;0;2;9;4;4;7;1;5;3;0;0,0174005813588176;-0,0240388301002771;66,5289140539244;819
"21819";0;0;0;0;0;2;2;2;1;2;0;2;5;5;2;8;0;4;5;0;0,0231571043779159;-0,0157119096471735;71,8024429865181;820
"21820";0;0;0;0;0;0;0;0;0;1;2;0;2;3;6;10;4;5;6;1;0,0448513877713994;0,0365576567433985;91,6764938272536;821
"21821";0;1;0;4;1;2;1;1;4;5;1;7;2;5;2;3;0;0;1;0;-0,00667942993496184;-0,033670522334933;44,4693069206551;822
"21822";0;0;0;0;1;2;1;7;5;6;1;3;3;4;5;1;0;0;0;1;0,00518466867572995;-0,0340085601783086;55,3379627177492;823
"21823";0;0;0;0;0;1;0;1;1;3;1;9;7;2;4;4;0;5;1;1;0,0202462719987831;-0,0202130263404905;69,1358404699713;824
"21824";1;0;3;5;6;2;0;7;1;5;0;4;4;0;1;0;1;0;0;0;-0,0223796273492105;-0,0180437293940676;30,086415540427;825
"21825";0;1;0;0;0;3;0;3;3;7;2;5;6;1;4;2;2;1;0;0;-0,00418239058346115;-0,0345620827654734;46,7568352119997;826
"21826";0;0;0;0;0;0;0;0;0;1;0;1;3;0;4;5;7;13;6;0;0,0508871351555368;0,0569706500330271;97,2058191429824;827
"21827";10;0;8;3;6;5;0;2;3;1;0;0;1;1;0;0;0;0;0;0;-0,0421754247745581;0,0263060865886078;11,9515605038032;828
"21828";1;0;1;3;6;3;0;6;6;3;0;4;3;1;2;0;1;0;0;0;-0,00360685154074654;-0,0347055500950318;47,2840843489394;829
"21829";0;0;0;0;1;0;0;3;5;5;0;8;4;4;1;6;1;0;2;0;0,0034464007414327;-0,0345764111343875;53,7455420475453;830
"21830";1;0;2;0;0;2;2;1;4;3;3;5;2;2;8;3;0;2;0;0;-0,00134740008201053;-0,0350440971209161;49,3539592716843;831
"21831";4;0;5;2;4;6;0;2;7;5;0;2;2;1;0;0;0;0;0;0;-0,017982375349771;-0,0241637426844536;34,1147214407101;832
"21832";0;0;0;0;1;1;0;3;3;2;1;5;5;4;6;3;2;0;3;1;0,0135611075008815;-0,0283003945136885;63,011586596258;833
"21833";0;0;0;0;1;0;0;1;1;2;1;3;3;3;5;5;2;8;5;0;0,0316540361390403;0,000827083215284761;79,586449987255;834
"21834";0;1;0;0;1;2;1;1;0;2;0;4;10;4;2;3;2;6;1;0;0,0212176977657114;-0,0187769603637982;70,025759935379;835
"21835";0;0;0;0;0;0;0;1;2;2;0;4;4;0;8;2;3;5;9;0;0,0222670659270527;-0,017151291922279;70,9870821330696;836
"21836";0;0;0;1;0;0;0;2;0;1;0;4;6;3;6;9;3;2;3;0;0,0274713927143061;-0,00794723438465796;75,7547461893409;837
"21837";0;0;0;0;0;0;0;0;0;0;0;1;3;1;8;6;3;11;7;0;0,0465364323218937;0,0419993609566125;93,220156757161;838
"21838";5;1;9;4;8;3;0;3;4;2;1;0;0;0;0;0;0;0;0;0;-0,0327669015128318;0,00179966563343181;20,5706730252132;839
"21839";4;2;3;5;1;10;3;3;5;3;0;1;0;0;0;0;0;0;0;0;-0,0264283480977002;-0,0112093743615066;26,3773977989331;840
"21840";0;0;1;3;5;5;0;4;3;9;0;7;1;2;0;0;0;0;0;0;-0,0132922503411212;-0,0291964195859584;38,4113271953538;841
"21841";1;1;4;3;4;4;0;7;2;1;1;3;3;1;3;0;1;1;0;0;-0,0115739584487749;-0,0306539748744258;39,9854478891939;842
"21842";0;0;0;0;0;0;0;0;0;0;2;1;2;0;8;5;7;6;9;0;0,0537938617331726;0,0677129749188785;99,8686603503302;843
"21843";0;0;0;0;0;0;0;0;0;0;0;2;6;3;1;6;5;4;13;0;0,043167400811649;0,0313183655821982;90,1337997522205;844
"21844";0;0;0;0;0;0;1;3;1;2;0;3;7;4;8;4;2;3;1;1;0,0193296758512971;-0,0215073372067267;68,2961502112448;845
"21845";8;2;5;10;5;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;-0,0526346449211691;0,060837994677768;2,36990854609758;846
"21846";8;0;11;1;3;7;1;4;1;3;1;0;0;0;0;0;0;0;0;0;-0,044305337861848;0,032715891742775;10,0003551924601;847
